Text,Type
"ความรวดเร็วในการจัดส่งดีมาก 


",pos
ความรวดเร็วในการจัดส่งสินค้าดีมาก ,pos
ความสะอาดคือบางเม็ดมีสีขาวและเศษๆเปลือกปนเยอะ,neg
ความหอมไม่มีเลย ฉุนมาก แต่แพ็คเกจสวย,neg
คอนเฟิร์มอีก1เสียง ว่าสินค้าดีมีคุณภาพจริงๆ,pos
"ค่อนข้าง ที่จะไม่ ok ในราคาสินค้า
",neg
คาดว่าจะได้ใช้บริการครั้งต่อๆไป,pos
ค่าส่งแพงว่ากว่าสินค้า  ,neg
คิดเยอะๆคะ,neg
คิดว่าเป็นกาละแม ผิดหวังค่ะ ,neg
คิดว่าไม่กรอบ,neg
คือช่วยตอบหน่อยได้ไหมค่ะ ว่าทำไมถึงส่งของหมดอายุมา ,neg
คือดีงามค่ะ,pos
คุณแม่ค้าน่ารักมากค่ะ พูดจาเพราะ สุภาพกับลูกค้ามากเลย,pos
คุณทำงานบริการไม่ควรทำกริยาแบบนี้ ,neg
คุณภาพ ดีกว่าที่คาด ค่ะ,pos
คุณภาพ​สินค้า​น้อยลง,neg
คุณภาพไม่เหมือนกินสมัยแต่ก่อน รสเฝื่อนนิดๆ,neg
คุณภาพการจัดส่งไม่ดีครับ เพราะขวดแตก,neg
คุณภาพของสินค้าแย่,neg
คุณภาพของสินค้าแย่ ,neg
คุณภาพของสินค้าแย่มาก ,neg
คุณภาพของสินค้าแย่มาก ,neg
คุณภาพของสินค้าไม่ค่อยดีค่ะ​ ,neg
คุณภาพของสินค้าดี  ความคุ้มค่าดี  ราคาไม่แพงเกินไปคุณภาพของสินค้าดี,pos
คุณภาพของสินค้าดีค่ะ ,pos
คุณภาพของสินค้าดีค่ะ ไม่บางมาก ,pos
คุณภาพของสินค้าดีมาก ความคุ้มค่าดีมาก ,pos
คุณภาพของสินค้าดีมากนะคะ สินค้าสดใหม่ไม่เหม็นหืนค่ะ ,pos
คุณภาพของสินค้าดีมากๆ มีของแถมให้ด้วย,pos
"คุณภาพของสินค้าดีๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆ บริษัทขนส่งดีๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆ
ใส่ได้พอดีๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆ",pos
คุณภาพของสินค้าบางเกิน ,neg
คุณภาพถุงเท้าเกินราคามากค่าาา,pos
คุณภาพสินค้าดี กรอบมัน ไม่เหม็นหืน แม่ค้าตอบรวดเร็วคะ แนะนำ,pos
คุณภาพสินค้าดีนะคะ ราคาถูกกว่าร้านอื่นด้วย รสนี้อร่อยสุดค่ะ,pos
คุณภาพสินค้าดีมาก คุ้มค่าดีมาก จัดส่งของได้รวดเร็ว ,pos
คุณภาพสินค้าดีมาก ราคาถูก ,pos
คุณภาพสินค้าดีมากเทียบกับราคา 5 ดาวคงไม่พอ ,pos
คุณภาพสินค้ารอบนี้ ด้อยกว่าที่ผ่านมา,neg
คุ้มเกินราคา,pos
คุ้มค่ามากเลย,pos
คุ้มคุ้มค่า  ,pos
คุ้มจริงๆๆๆๆๆๆๆๆๆ ,pos
คุ้มมมมมมมมมมมมมมมมมมมค่ามากกกกกกกกกกกกกกกกกก,pos
คุ้มมากค่ะ,pos
คุ้มมากๆสินค้าดี,pos
งงมาก แถมไม่ตอบ ไม่มีความรับผิดชอบ แย่มาก ,neg
งานเรียบร้อยดีค่ะ,pos
จริงๆผิดหวังกับเปลือกถั่วไม่อ้าแกะยากมากๆมาหลายครั้ง​ควรปรับปรุงสักทีสิคะ,neg
จะกลับมาซื้ออีกแน่นอน,pos
จะกลับมาสั่งอีกแน่นอน ,pos
จะซื้อตามตลาดยังใส่ถุงดีก่านี้,neg
จะสั่งอีกแน่นอนค่ะอร่อยทุกอย่างค่ะ,pos
จะอุดหนุนอีกคะ ,pos
จัดส่งเร็วดีมากกกกก รอบนี้ราคาดีมากๆ ถูกใจค่ะ ,pos
จัดส่งได้รวดเร็วค่ะ คุณภาพของสินค้าถือว่าดี  โดยรวมดีค่ะ,pos
จัดส่งไว แพ็คมาดี สั่งรอบสอง ,pos
จัดส่งขนมอย่างรวดเร็ว  รสชาติขนมเหมือนกับขนมจาก ,pos
จัดส่งช้า ไม่ทันใจ​ ,neg
จัดส่งนับว่าเร็วประมาณ4-5วัน,pos
จัดส่งนานเกิ๊น,neg
จัดส่งรวดเร็ว ,pos
จัดส่งรวดเร็วดี ,pos
จัดส่งรวดเร็วดี การให้บริการจากร้านค้าดี ,pos
จัดส่งสินค้ารวดเร็ว​มาก​ทั้งจากร้านค้า​และKerry​ ,pos
จี๊ดจ้าด สะใจ ใส้ติ่งสะดุ้ง,pos
ชอบค่ะ รับปุ๊บกินไปครึ่งกระปุกละ,pos
ชอบตรงเป้า2ชั้น ยืดได้เยอะ ใส่ไม่อึดอัด ,pos
ชอบทานเล่น อร่อย เพลิน,pos
ชอบที่ดูสะอาด ถ้าหมดแล้วจะกลับมาซื้ออีกค่ะ,pos
ชอบมากกกกกกกครับ,pos
ชอบมากค่ะ ด้านบริการขนส่ง พนักงานสุภาพเรียบร้อย,pos
ชาเข้มดี สีก็เข้มด้วย ,pos
ชาไม่หอมเลย ,neg
ชาก็หอม ,pos
ชาหอม และรสชาติดีมากค่ะ คุ้มค่ามาก ,pos
ชาหอมจริงๆ ทำขายได้สบายเลย,pos
ชาหอมมากค่ะ,pos
ชาหอมอร่อยดี  ,pos
ชิ้นค่อนข้างเล็ก แตก เป็นผง,neg
ชิ้นพอเหมาะ คุ้มค่า คุ้มราคาจริงๆ,pos
ซื้อ1โหลก็จะได้แต่ลายซ้ำๆ,neg
ซื้อในช่วงจัดโปรได้ราคาพิเศษถูกมาก และใช้สิทธิ์ส่งฟรี ชอบสุดๆ,pos
ซื้อซ้ำแน่นอนเพราะถูกกว่าร้านอื่น ,pos
ซื้อตอนโปรโมชั่นด้วยคุ้มสุดๆ ,pos
ซื้อมาไม่ผิดหวัง ,pos
ซื้อร้านอื่นเลยคะ ,neg
ดำจนน่าตกใจค่ะ ,neg
"ดีค่ะ ผ้าดี 
",pos
ดีมากเลยคุ้มค่า,pos
ดูแลเข้าใจลูกค้า,pos
ดูแล้วน่าจะย้วยง่าย,neg
ดูใหม่ดี ไม่แตกหัก,pos
ดูใหม่อยู่,pos
ดูไม่ค่อยน่าทานเท่าไหร่ ,neg
ดูจากรีวิวแต่สิ่งที่ได้คือแย่,neg
ดูฉลากเก่า​ อยากให้เค็มน้อยกว่านี้,neg
ดูฉลากเก่า​ อยากให้เค็มน้อยกว่านี้,neg
ดูสะอาด ใหม่ดีมาก ,pos
ต้องแก้ตั้งแต่ต้นทางค่ะ,neg
ต้องพิจารณาตัวเองแล้วคะ,neg
ต้องสั่งมาเพิ่มแน่นอนคะ ,pos
ต้องสั่งอีกกกกกกกกแน่ๆๆๆๆๆๆๆๆนอนนนนนนนนนนนนน ,pos
ตะเข็บเย็บไม่ดี ,neg
ตัวเล็กกว่าในรูปเยอะเลยคะ,neg
ตัวเล็กกว่าขนาดไซด์,neg
ตัวขนมกรอบนอกนุ่มใน ,pos
ตัวขนมอร่อยใช้ได้เลยค่ะ,pos
ตำน้ำพริกอรอ่ยมากๆๆๆ,pos
ติดใจเดี๋ยวสั่งอีกแน่นอน,pos
ถั่วเก่าไปหน่อยครับ,neg
ถั่วไม่ค่อยกรอบเท่าไหร่แต่รวมก็ได้ค่ะ,neg
ถั่วมีกลิ่นอับมาก เม็ดเล็กมากๆด้วย,neg
ถั่วอร่อยมากคะ  ,pos
ถ้าไม่บอกให้โทรก็ไม่โทร,neg
ถ้าไม่มีสีที่ต้องการควรแจ้งลูกค้า,neg
ถ้าคนชอบทานเผ็ดน่าจะชอบมากๆ แต่โดยรวมแล้วถือว่าดีค่ะ,pos
ถ้าคิดจะเตือนแม่ค้าไม่ต้องเตือนคะ ,neg
ถ้าคุณยอมรับความคิดเห็นไม่ได้ยังสมควรขายสินค้าอยู่มั้ย,neg
ถ้างั้นร้านควรจะซีลให้แน่นหนากว่านี้รึเปล่า,neg
ถ้าถึงช้ากว่านี้มดคงยิ่งเยอะเลย,neg
ถามแชทไปทางร้านไม่ตอบเลยค่ะ ,neg
ถ้าหมดแล้วจะสั่งใหม่นะคะ ,pos
ถึงกับต้องกลับมาสั่งอีก  ,pos
ถือว่าเป็นการทานขนมดูครั้งแรกที่อร่อยค่ะ,pos
ถือว่ามีความคุ้มค่าสมราคาค่ะ,pos
ถือว่ายังไม่มีความคุ้มค่ารึพิเศษอะไรค่ะ.,neg
ถุงเท้าเนื้อผ้าไม่ดี ,neg
ถุงเท้าเนื้อผ้าดีมาก,pos
ถุงเท้าแข็งมากใส่ไม่สบายเลย,neg
ถุงเท้าจริงสั้นกว่ารูปตัวอย่างมาก,neg
ถุงเท้าบางมากก นึกว่าจะหนา ,neg
ถุงขนมไม่มีการเป็นรูหรือฉีกขาด,pos
ถุงที่บรรจุพุทรามาขาด ,neg
ถุงมีรอยปริ ,neg
ถูกใจมากค่ะ ,pos
ถูกใจมากๆๆๆๆอุดหนุนได้เลยร้านนี้ ,pos
ทักแชท แม่ค้าไม่อ่านแชทเลย,neg
ทันใช้พอดีเลยยยยยย ,pos
ทางร้านแพ็คของมาดีมากค่ะ กล่องไม่มีบุบ ,pos
ทางร้านแพคบรรจุมาอย่างดี ราคาก็ถูกกว่าตามห้าง ,pos
ทางร้านแพคสินค้าห่อกันกระแทกมาอย่างดี,pos
ทางร้านแพคสินค้าห่อกันกระแทกมาอย่างดี ,pos
ทางร้านให้ทุเรียนกวนมาไม่ถึงที่แจ้งไว้,neg
ทางร้านคัดสินค้าให้อย่างดี ของสด ฝักใหญ่มาก แถมสินค้าให้อีกด้วย ,pos
ทางร้านค้าเทคแคร์ดีมาก ,pos
ทางร้านจัดช้าไปค่ะ,neg
ทางร้านบริการดีค่ะ ชอบค่ะ,pos
ทางร้านบริการดีมีของแถมมาด้วย,pos
ทางร้านส่งสินค้าได้รวดเร็วค่ะ ,pos
ทานได้สักสามสี่ชิ้น รู้สึกหวานแบบแปล่งๆ,neg
ทานไปนิดเดียวเลยทิ้งค่ะ ,neg
ทานไม่ค่อยได้สะดวก,neg
ทานกับ ข้าว สวย อร่อย อิ่ม ไป มื้อ แบบง่ายๆๆๆๆๆ,pos
ทานคำแรกเฉยๆ คำที่สองยังไม่รู้รส คำที่สามนี่มันเลยค่ะ ,pos
ทำให้เสียอรรถรสพอควร,neg
ทำไมไม่ดูให้ดีก่อนหยิบให้ลูกค้า,neg
ทำไมขนาดไม่เท่ากันและทำไมดำจัง,neg
ทำไมราขึ้นขาวๆเต็มเลย ,neg
ทิ้งคะ,neg
ทิ้งหมดเลย,neg
ที่เพชรบุรีอร่อยกว่านี้นะ,neg
ที่บ้านชอบทานปลาอินทรีย์มาก ,pos
น้องพนักงานขนส่งบริการดี,pos
น่าจะแจ้งก่อนนะคะ ไม่ใช่ปล่อยให้งง ,neg
น่าจะแพ็คให้ดีกว่านี้,neg
น่าจะได้อุดหนุนในรอบต่อๆไปแน่นอนค่ะ แป๊บเดียวจะหมดแล้ว,pos
น่าจะหมดเร็วๆนี้ ,pos
น่าทานมากๆ ,pos
น้ำนองกล่องเลย ถุงรั่ว มีอากาศเข้า ,neg
น้ำมันเยอะมากกกกกกกกก,neg
น้ำหนักไม่ไกล้เคียงที่ประกาศขาย,neg
นี่ซีลถุงพลาสติกแค่ชั้นเดียวเองมดเลยเจาะทะลุง่ายๆ,neg
นี่มันปลาเค็มชัดๆ เค็มจนกินไม่ได้เลย ,neg
นี่สั่งเป็นรอบที่2แล้ว กลับมาสั่งเป็นรอบที่3อีกแน่นอนค่ะ,pos
นึกว่าเศษกุ้ง,neg
บริการขนส่งก็ดีมาก,pos
บริการร้านดีบริการขนส่งดีส่งของเร็วค่ะลองทำกินแล้วอร่อยค่ะ กุนเชียงร์กรอบนอกนุ่มในหมดแล้วจะสั่งใหม่ค่ะ,pos
บริษัทขนส่งดี​​ สีสวยบีบดูกุนเชียงไม่เเข็ง​,pos
บอกให้โทรถึงจะโทรแจ้ง ,neg
บอกได้เลยคุ้มค่ามากไม่ต้องเสียเวลาไปนอกบ้านประหยัดเงินในกะเป๋าประหยัดค่าน้ำมัน,pos
บอกส่งวันไหนก็ส่งวันนั้นเลย ,pos
บางเม็ดมีกลิ่นขี้แมลงสาบ,neg
บางและเล็กไปหน่อย,neg
บางและแตกหักไม่เต็มดอก,neg
บางชิ้นเหมือนมีกลิ่นคาว,neg
บางชิ้นไหม้ทำให้รสชาติติดขมไปด้วยค่ะ,neg
บางตัวขอบยุ่ย ,neg
บางฝักเหมือนสะตอดานแต่กลิ่นไม่ใช่,neg
บางฝักไม่มีกลิ่น ,neg
บางมาก ,neg
ปกติซื้อของในช๊อบปี้มาไม่เคยเจอแบบนี้ค่ะ ,neg
ประทับแม่ค้า,pos
ประทับใจมาก,pos
ปรับปรุงเรื่องกลิ่นหืนจะดีมากๆเลยค่ะ,neg
ปลาเละเป็นน้ำเรย,neg
ปลาโคตรเค็ม กินแล้วกลัวเป็นโรคไต,neg
ปลาก็ตัวเล็กไป และมีรอยเเตกค่ะ ,neg
ปลากรอบ เหนียวมาก เหมือนเป็นของเก่า,neg
ปลาชิ้นใหญ่,pos
ปลาชิ้นกำลังดีไม่เล็กเกิน ,pos
ปลาตรงกลางโหลกินไม่ได้มันเก่า  ,neg
ปลาป่น แตกเยอะไปครับ,neg
ปลามีมดเดินอยู่ในถุงเกือบร้อยตัวได้    ,neg
ปลาสวรรค์เที่ยวนี้ยังไม่ถูกใจ,neg
ปลาหมึกร้านนี้เหมือนจะไม่สะอาด ,neg
ปั้นสิบเฉยๆค่ะ ,neg
ปั้นสิบอร่อยมากครับ​ แป้งบาง​ ไส้เยอะ,pos
ผ้าดีนะคะ ,pos
ผ้านุ่มบางแต่ก็ปกปิดได้ดีอยู่ ,pos
ผ้าบาง,neg
ผ้าบางจนตรงสีดำเห็นสีขาวแซมอยู่ ,neg
ผ้าลื่นๆ น่าจะไม่ค่อยซับเหงื่อ ,neg
ผิดเบอร์ค่ะ,neg
ผิดหวังกับร้านนี้ ,neg
ผิดหวังนิดหน่อย,neg
ผิดหวังมาก ไม่เหมือนชาชงที่ไปกินที่ใต้เลย ,neg
ผิดหวังมากค่ะ,neg
ผู้ขายตอบข้อมูลดี ,pos
ฝักใหญ่ เม็ดแน่นๆ อร่อยมากค่ะ ,pos
ฝักนึงมีหนอนแทบทุกเม็ด ,neg
พนักงานขนส่งพูดจาดี สุภาพ,pos
พนักงานที่มาส่งของแย่มากๆพูดจาและสีหน้า ,neg
พนักงานส่งบริการดีมากค่ะ,pos
พริกเหม็นหืนนิดหน่อย กล่องบุบค่อนข้างเยอะคะ,neg
พริกแกงหอมเผ็ดอร่อยมากค่ะ,pos
พริกไทยกลิ่นแรงไป,neg
พริกไม่เผ็ด รสไม่เค็ม อร่อยค่ะ คนขายน่ารัก ส่งของไวมาก ,pos
พริกไม่เผ็ดมากกำลังดี ไม่เหม็นหืน ชอบมากๆเลยค่ะ ,pos
พริกไม่มีความกรอบ และหอมเลยค่ะ ,neg
พริกค่อนข้างมีกลิ่นที่แรง เหม็น ,neg
พริกทอด อร่อยอยู่แล้วทานเพลินไม่เผ็ด ,pos
พริกทอดเหม็นหืนนะค่ะ ,neg
พริกทอดอร่อยมากค่ะ รสชาตินัวๆ ,pos
พริกบางชิ้นเหนียวไม่กรอบ รสชาติไม่อร่อยเท่าที่เคยทาน ,neg
พอได้รับของ ดูรู้เลยว่า มีความสดใหม่ ความมันจากในเนื้อปลา ,pos
พึ่งเคยลองทาน ครั้งแรก ขนมดูอร่อยค่ะ ,pos
พุทราจีนคุณภาพดีค่ะ อร่อย ,pos
ฟองเต้าหู้นี้จะไม่ซื้อซ้ำแล้ว ,neg
ฟินมากกินกับข้าวสวยหรือโจ๊ก ข้าวต้มก็อร่อยนะคะ,pos
มันเยิ้มเยอะไปหน่อยกล่องบุบเบี้ยวมากค่า ,neg
มันเหม็นหืนแล้วง่ะค่ะ ไม่หอมมันเหมือนของยี่ห้อที่เคยกิน,neg
มันไปหน่อย มีเคลือบน้ำตาลด้านนอกด้วย ,neg
มันไม่นุบนับอร่อยอย่างที่คิด,neg
มันจะร่วนๆแข็งๆ น้ำมันเยอะมากเลยค่ะ  ,neg
มันน้อยไม่สมราคา ,neg
มันมากๆ หาเนื้อปลายากจริงๆ,neg
มันหมูก่อออกเยอะ,neg
มันอร่อย,pos
มีแต่รสหวาน ไม่มีกลิ่นหอมของส่วนผสม ,neg
มีโอกาสซื้อสะตอคราวหน้า อุดหนุนร้านนี้แน่นอนค่ะ,pos
มีกลิ่นสาบค่อนข้างเยอะ ,neg
มีกลิ่นหืน รสขม,neg
มีกลิ่นหืน รสชาติแปลกไป,neg
มีกลื่นหืน,neg
มีการแกะฟอย เปิดแล้ว สงสัยมีคนแอบรับประทาน,neg
มีขวดบุบหน่อยค่ะ แค่ซีลยังอยู่ดี,neg
มีความรู้สึกว่าไม่ค่อยสมราคาเท่าไหร่ ,neg
มีคำถามแม่ค้าก็ตอบคำถามดีค่ะ,pos
มีตำหนิเป็นรอยสนิมจากเข็มกลัด ,neg
มีตำหนินิดหน่อย,neg
มีน้ำมันเยอะไป,neg
มีน้ำมันซึมออกมานอกกระปุกและเปื้อนกล่องพัสดุ กล่องเป็นรูด้วย ,neg
มีมันเยอะไปหน่อย ทำให้เลี่ยน อุตส่าหนีมาจากกุนเชียงหมูแล้วเชียว ,neg
มีมันปนค่อนข้างมาก ,neg
มีรอยขาด,neg
มีรอยบุที่แพคเกตนิดหน่อยครับ,neg
มีรอยบุบนิดหน่อย ,neg
มีรอยมีดบาดตรงหน้าถุง,neg
มีหนอนทุกฝัก  ,neg
มีหนอนนะค่ะ,neg
ยิ่งซื้อในช่วง flash deals คุ้มมากมากค่ะ ประทับใจค่ะ ,pos
ยุบแบบยับเยินเกินไปค่ะ,neg
รถชาติไม่โอเลย ,neg
รสเผ็ดเกินไป ,neg
รสชาดแปลกๆ ,neg
รสชาตเค็มไปหน่อยเข้าใจว่าทำมาจากปลาทะเล ,neg
รสชาติเปรี้ยวแปลก ๆ,neg
รสชาติเหมือนผัดหอยลาย ,neg
รสชาติไม่ค่อยเข้มข้นเท่าไหร่,neg
รสชาติไม่ค่อยโอเคร,neg
รสชาติไม่อร่อยเหมือนเดิม ,neg
รสชาติไม่ออกหวานเลย ไม่ถูกปากสำหรับคนชอบหมูสวรรค์หวานๆแน่ๆ,neg
รสชาติกลมกล่อมอร่อยมาก  สะอาด  ,pos
รสชาติก็อร่อย ,pos
"รสชาติกำลังดี ไม่มัน หอม อร่อย
กระปุกเดียวกิน2วันหมด",pos
รสชาติงั้นๆ,neg
รสชาติดี  ไม่เผ็ดมาก   ได้รับสินค้าครบถ้วนค่ะ  ,pos
รสชาติดี กรอบ เค็ม มัน เผ็ดนิดเดียว ทานเล่นได้เรื่อยๆ อร่อยดี ,pos
รสชาติดี กินเพลินเลย,pos
รสชาติดี คุณแม่ชอบมาก,pos
รสชาติดีไม่เผ็ดมาก  เด็กเล็กทานได้  ,pos
รสชาติดีมากคะ อร่อยดีคะ เอาไว้ครั้งหน้าจะอุกหนุนอีกนะคะ,pos
รสชาติตัวแป้งหวานนิดๆ ,pos
รสชาติถูกปากมาก หอมน้ำตาลตะโหนดมะพร้าวหวานกำลังดี ลูกพอดีคำ,pos
รสชาติผสมกันระหว่างขนมต้มกับไดฟูกุ ,pos
รสชาติพริกกรอบอร่อยเผ็ดถูกใจ ,pos
รสชาติมันเหมือนมีกลิ่นดินปนๆ,neg
รสชาติหวานไปหน่อยและออกเลี่ยนๆนิดๆ,neg
รสชาติอร่อย,pos
รสชาติอร่อย กรอบ ,pos
รสชาติอร่อยดี เค็ม ๆ นิด ๆเผ็ดหน่อย ๆ กรอบดี เคี้ยวเพลิน ,pos
รสชาติอร่อยถูกใจ โอกาสหน้าอุดหนุนอีกแน่นอนค่ะ,pos
รสนี้ไม่เผ็ดมาก อร่อยดี ถึงจะมีกลิ่น หอมแปลกๆ แต่รสชาติใช้ได้ ,pos
รสสัมผัสและรสชาติไม่ได้เลย ,neg
รสหนักไปทางเค็ม พริกไม่เผ็ดเลย,neg
รสหวานนุ่มดีค่ะ,pos
รอไม่กี่วันได้ของ,pos
รอบนี้รู้สึกสินค้ามันไม่ค่อยอร่อย ,neg
รอบนี้ส่งช้า,neg
รอบหน้าจะอุดหนุน​ใหม่นะค่ะ,pos
รอบหน้าาาาาาาาาาาาาสั่งซื้ออีกแน่นอนนนนนนนนนนนนน นี่ก็ซื้อรอบสองแล้ว,pos
รอสินค้านานมากค่ะ ,neg
รั่วเลอะเทอะหมดกลิ่นหึ้ง,neg
ราคาแพงกว่าท้องตลาดมาก,neg
ราคาไม่แพง คนในครอบครัวชอบทานกันมากคะ แล้วจะมาอุดหนุนใหม่นะคะ,pos
ราคาก็ถูกมากๆ น่าจะถูกสุดละมั้ง เท่าที่เซิจเจอ,pos
ราคาค่อนข้างแพงถ้าเทียบกับปริมาณค่ะ ,neg
ราคาถูก กินแล้วไม่อยากหยุด  ,pos
ราคาถูกกว่าที่อื่น ,pos
ราคาถูกขนส่งไวค่ะ,pos
ราคาถูกด้วย ถูกใจคนรักพริกทอดมากๆๆ  ,pos
ราคาถูกดี ดีงามมมมมมม ไว้อุดหนุนใหม่จ้าาาาาาา,pos
ราคาถูกมากกกกก ,pos
ราคาถูกมากค่ะ ซื้อช่วงโปรโมชั่นถือว่าคุ้มมากค่ะ,pos
ราคาถูกมากๆๆ แนะนำครับ,pos
ร้านเเพ็คของดี สินค้าน้ำหนักตรงตามที่แจ้งไว้ ,pos
ร้านเอาใจใส่มากค่ะ,pos
"ร้านค้าแพ็คของดีมาก ดูใส่ใจลูกค้า
",pos
ร้านค้าให้บริการดี ,pos
ร้านค้าให้บริการดีมากกกกกกกกก ,pos
ร้านตอบไม่ดี บริการไม่ดีค่ะ ,neg
ร้านนี้เป็นร้านประจำเลย ,pos
ร้านนี้ขายถูกสุดค่ะ  ร้านนี้ดีขั้นต่ำไม่สูงมาก,pos
ร้านนี้ส่งของเร็วมากค่ะ การขนส่งก็ไม่มีปัญหา กุนเชียงปลาก็อร่อย ,pos
ร้านนี้หลายครั้งแล้ว แม่ค้าตอบเร็ว ,pos
รายการถูกต้องครบถ้วน,pos
รู้สึกดีกับโน๊ตที่แนบมาด้วย,pos
ลอกหมดเลยค่ะ,neg
ลองกลิ่นแล้วมีกลิ่นไม่โอเคกับสินค้าอย่างมาก  ,neg
ลองกินแล้ว มันไม่นุบนับอร่อยอย่างที่คิด,neg
ลองกินดูแล้ว  อร่อยมากๆจนวางมือไม่ลง,pos
ลองชิมแล้วค่ะ สินค้าสดใหม่ อร่อยทุกอย่างเลย,pos
ลองทำกินแล้วอร่อยมากค่ะ​,pos
ลองทำดูแล้ว เครื่องแกงอร่อยจ้าา,pos
ลองสินค้าร้านนี้แล้วยังผิดหวัง,neg
ลักษณะแห้งๆ,neg
ลายเดียว​ สีเดียวกันหมดทั้ง3ตัวเลย​ ไม่คละสี​ คละลายให้เลย,neg
ลายน่ารัก ,pos
ลูกใส่แล้วรั้งคะ ใส่ไม่พอดีเลยคะ,neg
ลูกใหญ่เกิน หวานมากไปค่ะ ,neg
ลูกชายชอบมากๆค่ะ แถมราคา ไม่แพง ,pos
วัสดุแข็งแรงทนทาน,pos
ส่งเร็ว ใส่มาในกล่องมีบับเบิ้ลหุ้มอีกชั้น เป็นของใหม่ มีวันผลิตบนกระปุก ,pos
ส่งเร็ว ของดี มีคุณภาพ น่าใช้ ซื้อเลยๆ,pos
ส่งเร็ว ถั่วใหม่ดี อร่อย ไม่เค็ม,pos
ส่งเร็วเว่อร์ ชอบมากๆๆๆๆๆๆๆ การส่งก้อดีมากกก,pos
ส่งเร็วแพ๊คดี,pos
ส่งเร็วครับ ลองทอดกินแล้วก็โอเคครับ ,pos
ส่งเร็วทันใจ ,pos
ส่งเร็วมาก ,pos
ส่งเร็วม๊ากกกกกค่ะ ,pos
ส่งเร้ววววววววววว วัสดุปิดมิดชิดดดดดดดดดดดดดดดีมากกกกกกกกกกกก ,pos
ส่งแบบไม่ห่อกันของเสียหายส่งมาแบบถุง ,neg
ส่งไป ตจว. ให้แม่ทานแม่บอกอร่อยมากก  ,pos
ส่งไวมาก คุ้มค่า,pos
ส่งไวมากกกก กินเพลินมากๆๆๆๆ ,pos
ส่งก็ไว ,pos
ส่งของไม่ครบ ,neg
ส่งของไว ได้ของครบ แพ็กดี  ส่วนสินค้า รสชาติดีเผ็ดกลางๆ กินเล่นได้ โรยข้าวได้,pos
ส่งของไวค่ะ,pos
ส่งของช้า ,neg
ส่งของช้า 1 วัน เพราะติดวันหยุดอันนี้เข้าใจและรับได้ครับ ,pos
ส่งช้า,neg
ส่งช้าไป,neg
ส่งช้าอ้ะ เปนอาทิตย์,neg
ส่งตรงตามกำหนด ,pos
ส่งผิดไซส์ ทั้ง 3 ตัว ,neg
ส่งผิดขนาดผิดสีมาให้,neg
ส่งมาผิดสี,neg
ส่งมาผิดสี,neg
ส่งมาผิดสี   ค่าส่งน่าจะมากกว่าราคาสินค้า ,neg
"ส่งสินค้าเร็วดีครับ รอบนี้ลองสั่งมากินทุกแบบเลย 
",pos
ส่งสินค้าไวมาก ,pos
ส่งสินค้าไวมากกกกกกกก,pos
ส่งสินค้าไวมากคุ้มค่าคุ้มราคามากค่ะ,pos
ส่งสินค้ามาผิดค่ะ,neg
สดใหม่,pos
สดใหม่ กรอบอร่อยจริงจัง ,pos
สตอเบอรี่เปรี้ยวมาก,neg
สมกับเป็นมืออาชีพจริงๆ คุ้มค่าดีมากๆเลย ไม่ต้องรอนาน,pos
สมราคา คุ้มค่าไม่ไก่กาค่ะ,pos
สรุปครั้งเดียวพอ ,neg
ส่วนตัวไม่ค่อยชอบ ,neg
ส่วนพริกรสชาติดีแต่ติดที่น้ำมันเยอะไปหน่อย,neg
ส่วนรสชาติ อร่อยสมคำล่ำลือเลยค่ะ,pos
ส่วนห่อเปื้อนนิดหน่อยแต่ข้างในปลอดภัย ,pos
สวยใส่ใด้,pos
สวยคะเนื้อผ้าก็ดีคะ,pos
สวยดูดีดูใหม่ดี  ,pos
สะตอเม็ดใหญ่ดีค่ะ,pos
สะตอเม็ดใหญ่มากค่ะ ดี สด ใหม่ ,pos
สะตอขึ้นรา,neg
สะตอมีเสียหาย,neg
สะตอรสชาติแปลกๆ ,neg
สะอาด​ ​ถูกหลักอนามัย,pos
สั่งเซต เด็กชายได้เซท เด็กผู้หญิงคะ,neg
สั่งเป็นรอบที่ 2 แล้ว รสชาติดีมาก ส่งสินค้าไว ราคาก็ถูกกว่าค้านอื่น,pos
สั่งเมื่อวานได้กินวันนี้เลย ,pos
สั่งเอาแต่สีดำแต่ส่งแต่สีอื่นมาเต็มไปหมดนี้ละ ,neg
สั่งใส้ปลาได้ใส้อะไรไม่รู้ก้อนใหญ่ไม่อร่อยเลย,neg
สั่งไปผ่านไปสองวันของถึงบ้านแล้วค่ะ ,pos
สั่งไม่เค็มได้โคตรพ่อโคตรแม่เค็มมาเค็มยิ่งกว่าแบบเค็ม ,neg
สั่งของผู้ชายได้ของผู้หญิงมาแทน,neg
สั่งของร้านนี้ได้ของเร็วตลอดๆ แถมให้เป็นประจำ ,pos
สั่งซื้อ​รอบสองแล้วค่ะ ถูกสวยแล้วดี,pos
สั่งมาทานหลายหนแล้ว กุนเชียงก็อร่อย ไม่หวานมาก ,pos
สั่งมาปุ๊บวันถัดมาได้ใช้ทันทีเลย,pos
สั่งมาหลายรอบแล้วความคุ้มค่าดีมาก  ,pos
